-0.19717,0.31215,0.16516,0.31369,0.011077,-0.02908,-0.65104,-0.48546,-0.18986,-0.048861,-0.2636,-0.13868,-0.20985,0.13034,-0.22591,0.031421,0.014698,0.32824,-0.06648,0.032612,-0.11058,0.073546,-0.015425,-0.11718,0.045772,0.12506,-0.11604,0.090411,-0.21309,-0.18071,-0.13421,-0.10846,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,0.18522,0.23035,0.5054,-0.053421,0.16638,-0.42009,-0.42918
0.042868,0.57483,0.45315,1.0472,-0.35157,-0.79297,-0.42002,-0.48546,-0.29497,-0.1542,-0.31544,-0.023828,-0.068723,-0.26711,0.60751,-0.05911,-0.079651,0.11256,-0.13535,-0.12154,-0.06331,-0.22975,-0.048104,0.22038,-0.3237,-0.20001,-0.29284,-0.2747,0.43966,-0.19424,-0.13291,-0.10714,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,1.3106,1.2175,-0.15965,0.28781,-0.41047,1.3374,1.2862
-0.28872,0.32966,0.55881,0.31961,0.14375,-0.098786,-0.42002,-0.41598,-0.26755,-0.36163,-0.17722,0.53665,0.026171,0.28175,-0.34431,-0.07628,-0.019161,-0.466,-0.11005,-0.17292,-0.16798,0.94436,0.54478,0.48455,-0.065069,-0.20834,0.26969,-0.30315,-0.21743,-0.19424,-0.13291,-0.10714,0.45735,-0.1503,-0.0608,-0.13362,-0.062073,-0.076588,-0.12265,-0.097601,0.2688,0.65315,0.01316,-0.017582,0.43817,-0.42918
1.1612,-1.1472,-0.62214,-0.60908,-0.40758,-0.62338,-0.65104,-0.48546,-0.25384,-0.32112,-0.19449,-0.55215,-0.20985,-0.31614,-0.36288,0.10478,-0.008509,-0.41122,0.36501,0.34434,0.13084,-0.059682,0.014336,-0.14213,-0.013343,-0.20001,0.3822,-0.07555,-0.25864,-0.19375,-0.13291,-0.10714,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.50857,-0.52463,-0.29655,-0.32807,-0.52066,-0.42009,-0.42918
-1.6244,-0.17236,-0.45009,-0.44641,0.54177,2.2012,10.507,-0.41598,1.1811,1.9655,1.7061,1.5703,0.77803,-0.021068,2.4369,0.32331,0.66068,-0.12366,0.14575,1.8653,2.0673,2.4795,0.26818,2.1679,2.1,2.4172,-0.067824,2.3238,0.82568,-0.1844,-0.13031,-0.10714,0.12816,-0.12278,-0.032607,-0.11796,-0.055836,-0.075774,0.64306,-0.46394,-0.47208,-0.10055,-0.32807,-0.40428,-0.42009,-0.42918
0.59476,-0.76778,-0.76707,-0.59725,-0.38695,0.051406,0.22685,-0.48546,-0.32239,-0.35515,-0.038993,-0.32704,0.033471,-0.31787,-0.30252,-0.087206,-0.024107,-0.40438,-0.034153,-0.099273,-0.18149,-0.30958,-0.037016,-0.015913,-0.065069,-0.20001,0.26969,-0.10874,-0.25864,-0.19326,-0.13291,-0.10714,-0.33417,-0.1503,-0.058237,-0.13197,-0.049599,-0.075774,-0.062023,-0.50299,-0.50028,-0.28738,-0.32807,-0.047617,-0.09921,3.2467
0.099804,0.17205,1.3629,0.32316,-0.2985,-0.79297,-0.42002,-0.48546,-0.29954,0.022445,-0.17722,0.28857,0.12837,-0.24044,0.99288,0.051712,-0.078129,0.11256,-0.13535,-0.15408,-0.12746,0.0058153,0.12696,-0.084892,-0.29414,-0.20001,-0.22855,-0.25574,0.40497,-0.18416,-0.11732,-0.091308,-0.33417,-0.1503,-0.0608,-0.13362,-0.062073,-0.076588,-0.12265,0.34488,0.46768,-0.24007,0.41265,-0.52066,-0.42009,-0.42918
-1.5982,0.90757,0.54479,-0.057191,3.0361,1.2378,0.042033,0.13915,-0.12132,0.087269,-0.60916,-0.73131,-0.68432,2.6475,-0.69718,-1.7277,-0.46465,-0.466,-0.13113,1.766,0.38408,0.88631,-0.79154,-1.7463,-0.36064,-0.20001,-0.3732,-0.29841,-0.4755,-0.16596,-0.13421,-0.10846,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.078454,-0.66365,-0.54304,0.29613,-0.44182,-0.42009,-0.42918
-1.6306,-0.21906,-0.017168,-0.43635,0.95454,1.9737,11.131,-0.39027,1.5558,2.4517,5.2826,3.4079,1.873,0.086468,0.92788,0.76972,2.677,-0.10996,0.21603,2.2935,2.54,3.0991,0.72043,11.462,2.7429,2.959,0.28577,2.9497,4.9461,0.30864,0.6645,0.70295,0.42589,-0.10596,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.43063,-0.43749,0.055427,-0.32807,-0.40428,-0.42009,-0.42918
0.66819,-0.58099,0.78229,-0.34881,-0.27491,-0.79297,-0.42002,-0.41598,-0.31782,-0.10396,-0.21177,0.1094,0.13567,-0.26969,0.65626,-0.034136,-0.46465,0.59527,-0.13535,-0.068443,0.00084402,0.025725,-0.79154,0.32458,-0.30892,-0.20001,-0.26069,-0.26522,0.44617,-0.19424,-0.13291,-0.10714,-0.063068,-0.1503,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.28288,-0.28583,-0.30927,0.15464,1.186,-0.30662,0.38767
0.53135,-0.4117,0.94966,-0.20803,-0.31324,-0.79297,-0.42002,-0.48546,-0.28126,-0.26926,-0.17722,0.11859,-0.022493,-0.27141,-0.10055,-0.049745,-0.077368,0.33508,-0.13535,-0.17977,-0.13591,0.33349,0.15089,0.42585,-0.30892,-0.20001,-0.26069,-0.26522,-0.16755,-0.19276,-0.13031,-0.1045,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.21956,-0.15679,-0.032473,0.2129,0.15887,4.9499,0.7961
-0.6698,0.28296,-0.082621,-0.51917,-0.10686,1.1114,0.11134,-0.48546,-0.28126,0.17964,-0.15994,-0.34082,-0.51643,0.11228,-0.28627,-0.026332,0.071763,0.61581,-0.12692,0.64236,0.066687,0.018282,0.18356,-0.15094,0.28962,0.35011,-0.019607,0.33698,-0.22394,-0.16744,-0.090051,-0.063602,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.45761,-0.47474,-0.23595,-0.12832,-0.41929,-0.14931,-0.42918
0.17065,0.11951,1.4518,0.24093,-0.24543,-0.79297,-0.42002,-0.48546,-0.31325,-0.16554,-0.15994,0.23803,0.20866,-0.27141,0.55179,-0.012284,-0.07851,0.44121,-0.13535,-0.13867,-0.056557,0.031307,0.038845,0.23505,-0.30892,-0.20001,-0.26069,-0.26522,0.19895,-0.19424,-0.13291,-0.10714,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,0.38649,0.35673,-0.25503,0.27116,0.81587,-0.087612,-0.26581
0.76265,-0.79697,-0.73808,-0.5375,-0.29555,-0.194,0.11134,-0.48546,0.10717,0.73875,0.012841,-0.203,-0.45317,-0.26023,-0.28395,-0.041941,0.31753,-0.466,-0.13535,0.20389,0.21188,0.082477,-0.11696,0.27761,0.20095,0.35845,-0.22855,0.28482,-0.25864,0.03839,0.23593,0.26756,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.46967,-0.44428,-0.22249,-0.32807,-0.52066,-0.42009,-0.42918
0.13248,0.11951,1.5004,0.22615,-0.26017,-0.79297,-0.42002,-0.48546,-0.30411,-0.0083461,-0.15994,0.23344,0.18676,-0.25937,1.2668,-0.0029186,-0.078129,0.34878,-0.13535,-0.12154,0.041363,0.20566,0.0546,0.10297,-0.29414,-0.20001,-0.22855,-0.25574,0.30738,-0.19424,-0.13291,-0.10714,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,0.36387,0.28755,-0.27747,0.34606,0.24522,-0.087612,3.0016
-1.6371,0.3355,0.11374,-0.51917,0.71867,2.0168,6.1873,1.2793,0.0066382,4.061,4.2114,3.0083,1.6223,0.036571,2.5367,1.2661,-0.46465,-0.466,-0.13535,1.9338,2.1517,2.5855,-0.79154,2.2604,2.1887,2.5172,-0.067824,2.4186,-0.25864,0.44168,-0.13421,-0.10846,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,-0.47585,-0.66365,-0.54304,-0.32807,-0.40803,-0.42009,-0.42918
1.1732,-1.1239,-1.0083,-0.63806,-0.47834,-0.46205,-0.32761,0.19543,-0.27212,-0.43132,-0.40183,-0.67159,-0.27068,-0.31614,-0.44646,-0.10906,-0.081553,-0.40095,0.34112,-0.22602,-0.29967,-0.57603,-0.13797,-0.24927,-0.29414,-0.20001,-0.22855,-0.25574,-0.25864,-0.19424,-0.13291,-0.10714,-0.07033,-0.13501,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.51927,-0.52902,-0.35209,-0.32807,0.41792,-0.42009,-0.51087
0.57987,-0.44089,0.90571,-0.22577,-0.27786,-0.79297,-0.42002,-0.41598,-0.21728,-0.21578,-0.21177,0.15993,0.10403,-0.27571,0.445,-0.05911,-0.079271,0.39328,-0.13535,-0.17464,-0.15448,0.71177,0.15964,0.57408,-0.26458,-0.20001,-0.16426,-0.23677,-0.0092431,-0.19424,-0.13291,-0.10714,-0.017077,-0.11666,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.19966,-0.12552,-0.30216,0.11303,0.49999,-0.42009,0.060931
-0.0027451,0.67991,0.32131,1.2087,-0.33977,-0.79297,-0.42002,-0.48546,-0.26755,-0.24009,-0.36727,-0.055986,-0.40694,-0.28776,0.0085587,-0.065354,-0.078129,-0.39068,-0.13535,-0.087283,0.092011,0.55361,0.089613,-0.16121,-0.35325,-0.20001,-0.35712,-0.29367,0.21196,-0.19424,-0.13291,-0.10714,-0.048544,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,1.8895,1.0658,-0.10541,0.34606,-0.41047,1.3374,2.1031
1.3873,-1.2756,-1.0317,-0.62978,-0.2926,-0.71895,-0.32761,-0.34997,-0.31782,-0.45563,-0.55733,-0.67159,-0.61863,-0.025369,-0.46039,-0.15745,-0.075086,-0.39753,-0.13394,-0.25685,-0.29123,-0.58589,-0.208,-0.27862,-0.35325,-0.20001,-0.35712,-0.29367,-0.25864,-0.19424,-0.13291,-0.10714,-0.092115,-0.13348,-0.058237,-0.13362,-0.055836,-0.075774,-0.1207,-0.51354,-0.51332,-0.35041,-0.32807,0.40665,0.29513,-0.42918
-1.4333,0.64488,-0.05457,-0.48368,1.1904,1.7689,1.5437,0.084959,1.8346,0.30119,2.6909,3.4677,0.087001,0.87105,0.12696,0.48095,0.54579,0.016705,-0.13535,0.65264,0.090323,0.1396,0.034176,0.36421,0.030993,-0.049975,0.18933,0.014543,-0.25864,-0.1935,-0.13291,-0.10714,0.024073,-0.089139,-0.058237,-0.13197,-0.055836,-0.075774,0.028923,-0.4549,-0.45332,-0.169,-0.32807,-0.05888,-0.30662,-0.42918
-1.6387,1.0593,-0.70255,-0.20507,0.028767,2.2173,0.065135,2.7154,-0.28583,2.7191,-0.59188,-0.074362,-0.29988,0.194,3.3376,0.020495,0.11742,-0.27086,0.2329,2.5162,2.7933,3.4414,-0.027096,2.9208,11.137,12.611,-0.067824,12.182,-0.25864,0.34283,0.71905,0.75837,0.09669,-0.11207,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.21956,-0.35235,-0.22137,-0.32807,-0.41554,-0.42009,-0.42918
-1.4734,1.1994,-0.79325,0.16581,-0.41938,1.8925,-0.21209,4.517,-0.14417,-0.39729,-0.17722,-0.40054,-0.43857,-0.28259,-0.34199,0.18127,0.09459,-0.35645,-0.13394,-0.19176,-0.18655,-0.58887,-0.10062,-0.16414,-0.27197,-0.20001,-0.18033,-0.24151,-0.24346,-0.15711,-0.079662,-0.054366,-0.038862,-0.12278,-0.058237,-0.12455,-0.055836,-0.075774,-0.1207,-0.020563,-0.23182,0.85757,-0.21987,-0.52066,-0.42009,-0.42918
0.3062,-0.11983,1.3517,0.00018614,-0.2985,-0.79297,-0.42002,-0.41598,-0.28583,-0.25306,-0.17722,0.11399,-0.10279,-0.24646,0.1316,-0.04038,-0.076227,0.56103,-0.13535,-0.14894,0.059934,0.59176,0.48292,0.23505,-0.30153,-0.20001,-0.24462,-0.26048,-0.19141,-0.17826,-0.10693,-0.080753,-0.026759,-0.075379,-0.058237,-0.13362,-0.055836,-0.075774,-0.12168,-0.064283,0.021482,0.10779,0.46258,0.008698,-0.29638,2.4298
0.036722,0.48727,0.45689,0.95253,-0.35157,-0.79297,-0.42002,-0.48546,-0.29954,-0.18661,-0.31544,-0.019234,-0.029792,-0.27571,0.38696,-0.07628,-0.079651,0.11941,-0.13535,-0.13867,-0.11058,-0.10508,-0.027096,0.17635,-0.3237,-0.20001,-0.29284,-0.2747,0.34858,-0.19424,-0.13291,-0.10714,-0.33417,-0.1503,-0.0608,-0.13444,-0.062073,-0.076588,-0.12265,1.1569,1.0166,-0.17461,0.26284,-0.41047,1.3374,0.87778
