-1.4725,0.040221,-0.18403,-0.77526,-2.254,-1.2489,0.076201,0.57249,-0.66675,0.63484,0.15192,-1.2702,0.81188,-0.1815,-0.64101,0.77782,-0.48008,0.88803,2.5497,-0.79788,1,-0.49989,0.27105,0.82444,0.02131,-0.42288
1.068,0.19718,-0.56243,-0.162,1.2304,0.084049,0.80703,-0.88252,1.2252,0.37915,0.42299,-0.15871,0.75144,1.2372,0.82789,-1.4413,-1.2966,-0.27845,0.89521,-0.089012,1,0.38247,-0.36754,-0.40374,1.3701,-0.3808
0.046897,2.2846,-1.8649,1.4664,-0.63959,0.005554,-0.22667,-1.9415,-0.51689,0.33673,-0.071451,0.16889,-0.92142,-0.16847,0.39366,0.52256,-0.43896,1.066,-0.072292,-0.47398,1,-0.70156,0.19032,0.91833,1.1515,-2.195
0.48344,1.4638,-0.013712,-0.037563,2.4174,-0.24647,-1.0358,0.56813,-0.70365,-2.1654,-0.51266,0.33651,-0.56401,-0.087759,0.17947,0.90159,-1.326,0.8151,-0.81123,0.23145,1,-2.5976,-0.51483,1.3454,-1.7429,0.57277
-1.8486,1.2794,-0.21174,0.19834,-0.83718,2.4861,1.8974,0.86957,-0.71522,1.284,-0.17036,0.032891,0.06588,1.9079,-0.44944,1.234,0.51365,0.1524,-0.34021,-1.3079,1,0.17259,-0.61924,0.82814,1.0353,2.2013
-0.48918,0.20368,0.12058,0.95502,-0.1068,0.60871,-0.65594,0.55625,-0.72119,-0.9348,-0.3692,-0.53674,0.47381,0.64122,-0.035696,0.65656,-0.53101,-0.24601,0.0046712,-0.78875,1,2.0117,0.76708,-0.28105,1.0285,2.8828
0.2325,0.76885,0.54551,-1.0718,1.4703,-0.86422,0.44371,-0.078441,-2.7167,-0.78787,-0.98785,0.49515,1.8976,1.2991,0.91596,1.1888,-0.33874,-0.64806,-0.40755,-0.17915,1,0.53046,0.010496,-2.3244,-0.076087,0.10046
1.5873,-2.1251,0.41653,0.83475,-0.38688,-1.0775,0.76116,1.4192,0.47535,-0.87013,-0.72325,1.3468,-1.8756,1.4489,0.26803,1.1419,0.23349,-1.4687,-0.10637,0.26628,1,-0.70807,0.59851,0.39191,-0.30181,-0.55767
-0.21907,-0.41953,-1.5402,-1.1378,-1.339,-0.020575,0.024953,-2.1853,-0.055471,-0.28083,-0.45822,1.4143,0.72716,-0.19206,-0.032644,-1.1484,-0.77499,0.55716,-0.72057,-0.35604,1,-1.2768,-0.034788,0.56312,-0.077864,1.9107
0.47529,-0.95069,-1.403,0.71323,-0.54094,-0.7604,0.37953,0.86749,-0.3631,1.5458,1.3127,-1.4959,-0.81743,0.13059,0.37101,-0.11483,-1.0913,-2.3759,-0.216,-0.29105,1,-0.86973,-1.4959,-0.2656,-0.5837,-1.4081
-1.5779,0.012841,-2.1945,-0.13944,-0.62655,1.0379,-0.13167,-0.61678,-0.31947,1.6004,-0.066119,-1.5408,-1.1925,0.54509,-0.40937,-0.087894,-2.1135,-0.65256,0.65453,0.45703,1,0.11871,2.329,-0.37678,0.69018,0.76147
0.91292,-2.3544,-1.8882,-1.2318,0.53157,-0.11245,-0.19723,1.4143,-0.18183,0.40146,-0.99205,0.81736,0.97232,0.24797,-0.066074,0.13544,-0.32429,0.078523,-0.10717,0.17651,1,1.0059,1.5417,-0.17763,-0.57775,-2.5525
-0.64027,0.076259,-1.3655,0.63149,-0.088073,-0.39319,-0.44341,-1.708,-1.6939,-1.4774,0.0001852,0.66655,-0.68524,-1.3968,1.5948,-0.44291,0.54636,1.9594,0.44073,-1.0738,1,-0.63859,1.2543,0.27712,-1.9147,-0.38616
-0.83442,0.33802,2.3366,1.0414,1.6892,0.91515,0.86378,1.392,0.039841,-1.4593,-0.53925,-0.38403,-0.033554,-1.3584,0.020381,-1.657,-0.023435,-0.068399,-0.048091,-0.45704,1,-0.46851,0.84093,-1.2512,0.46925,-1.1836
-0.44745,-0.3295,0.43728,0.06917,-0.21481,-0.31949,1.397,0.63184,1.1169,-0.35247,0.9159,-0.89648,-1.8584,0.1033,-1.1196,-0.1552,-0.21096,0.60458,-0.99968,-0.64017,1,-1.5771,-0.12502,-0.99312,0.88265,0.65589
0.0078386,-1.467,-0.11605,0.42471,0.40407,0.21635,-1.3248,0.10471,-0.081391,-0.65484,-1.0753,-0.94406,-0.14175,-1.4888,-1.8394,-0.37903,1.5077,0.72376,0.91048,-1.4722,1,0.91346,-1.0241,1.1747,1.3868,-2.1719
-1.4604,-0.5579,0.27337,-0.39858,-1.1511,-1.8822,1.0821,1.2403,-1.3322,0.097244,0.029899,0.007513,0.2411,-0.13595,0.29019,-1.6814,1.4942,-0.49412,0.43276,0.44293,1,-0.42287,0.74866,1.0557,-0.54134,-0.6762
0.038033,1.7681,-0.65553,-0.11917,0.28753,-0.28796,-1.2732,-0.25073,1.4504,0.24436,-0.20721,-0.064874,0.29705,-0.3899,-1.7849,0.53208,-0.46485,-1.0318,-1.7502,-0.19265,1,-1.4905,-0.81062,1.8486,-0.64076,1.0971
1.5991,-2.2787,3.2467,1.2569,0.12731,-1.8645,-1.7835,-0.23472,0.66031,1.5293,0.32861,-0.40217,0.26985,-0.067747,-1.2945,0.48293,-0.12296,-1.7805,-0.57691,-0.11775,1,0.10203,-0.85779,-1.0055,-1.0184,0.49353
-1.0383,-1.3021,0.32735,-0.75225,-0.55859,-0.58953,0.12758,0.39408,0.17875,0.61774,0.45942,1.0732,-0.73041,-0.082725,0.45566,0.67583,-0.7116,-0.47362,0.59705,0.2038,1,0.37559,-0.034712,-1.3251,0.73425,1.0577
0.33808,0.29947,-0.018577,-0.01934,-0.59797,-1.4511,0.48716,0.28792,0.66583,1.6731,0.57901,-0.75673,-1.7571,-0.078588,0.67823,0.0060854,-2.167,-0.3742,0.58643,1.4255,1,-0.39037,-0.063761,2.3729,-0.1178,-1.3724
-0.82544,-1.0595,-2.4063,0.018732,1.0276,-0.56711,-2.068,1.7598,-0.15917,-0.52833,1.1015,1.234,-1.2231,-0.37749,0.3557,-1.1284,0.21432,2.5292,0.8358,-1.0915,1,1.0965,-0.37277,1.5801,0.024484,0.46878
-0.87868,-1.0136,-1.784,1.2683,-1.1522,-0.73167,0.80121,0.52377,-0.57591,0.43385,0.41441,2.4475,-0.12763,-0.91828,-0.11842,1.3656,1.0027,1.8022,1.1258,0.049064,1,-0.10134,1.4779,-0.5894,0.448,0.57534
0.7947,-0.60631,1.0164,-1.1665,-0.44806,-1.002,-0.95336,0.30736,0.41122,-0.78891,-1.4376,1.6139,-0.32143,1.2389,-1.1576,-1.4756,1.7997,0.77908,-0.068424,0.17142,1,0.53309,-0.56213,-0.049823,-0.82818,0.22969
0.16825,-0.20926,0.42798,-1.8268,-0.16801,0.34566,-0.53935,-0.45399,1.8317,1.7813,0.34547,-1.4555,-1.0069,-0.43251,0.0019408,0.15239,0.31043,0.48247,0.78402,0.21975,1,-0.064267,-0.44257,-0.050576,-0.078767,2.2137
-1.0994,0.47163,0.77287,2.2825,0.85018,-0.18499,1.6101,-1.1348,0.78545,0.25181,0.68276,0.13804,-0.76512,-0.26198,-0.77569,0.2469,-1.898,0.23284,-1.3034,-0.79694,1,-0.71081,-1.3745,-0.44099,0.48253,-1.2732
-0.55428,-1.0716,1.1611,-1.4939,0.68551,1.2655,0.13774,0.59068,-0.79187,-0.24372,-1.2493,0.494,-1.4385,0.92648,-0.42225,-0.19027,0.60168,-0.1607,-1.3663,1.1687,1,-0.80183,1.0409,1.192,0.35212,-1.0001
2.3907,0.13344,1.2292,0.23556,-0.21458,-0.06349,0.67781,-1.9235,0.90399,-0.36218,-0.22132,0.93873,0.25468,-1.3856,-0.36458,-0.44859,0.3431,1.4243,-0.40503,2.0409,1,0.95468,-0.8115,-1.6564,0.33388,-1.2458
-1.9164,0.94627,0.28671,-0.32378,1.0277,-0.95244,-0.57663,0.59291,2.5589,-0.08455,-0.74133,-1.3826,1.4909,-0.75606,0.96547,0.98212,-0.70959,-0.15831,0.13609,2.8202,1,0.59764,-1.9554,-0.76704,0.99392,-0.25767
